fecha,descripcion,categoria,monto,mes,peso_categoria,frecuencia,porcentaje_categoria,alerta_incremento,monto_normalizado,frecuencia_normalizada,score_financiero,tipo_gasto,requiere_atencion
2026-05-13,"Curso virtual",educacion,110057,5,1.1,35,0.07,0,0.4385,0.1377,1.6761,gasto_inusual,1
2026-05-13,"Salida con amigos",ocio,91823,5,1.8,59,0.118,1,0.3641,0.3116,3.4756,gasto_incremento_recurrente,1
2026-05-13,"Gasolina",transporte,74289,5,1.1,125,0.25,1,0.2925,0.7899,3.1824,gasto_incremento_recurrente,1
2026-05-14,"Mercado de la semana",alimentacion,70497,5,1.2,154,0.308,0,0.277,1,2.477,gasto_controlado,0
2026-05-14,"Evento cultural",entretenimiento,110464,5,1.9,53,0.106,1,0.4401,0.2681,3.6082,gasto_incremento_recurrente,1
2026-05-14,"Pasaje de bus",transporte,2854,5,1.1,125,0.25,0,0.001,0.7899,1.8909,gasto_frecuente,1
2026-05-15,"Compra de zapatos",compras_no_esenciales,241930,5,2.0,16,0.032,1,0.9766,0,3.9766,gasto_incremento_recurrente,1
2026-05-15,"Matricula curso corto",educacion,187554,5,1.1,35,0.07,0,0.7547,0.1377,1.9924,gasto_inusual,1
2026-05-15,"Gimnasio mensual",salud,79187,5,1.3,38,0.076,0,0.3125,0.1594,1.7719,gasto_emergencia,1
2026-05-15,"Pasaje de bus",transporte,3668,5,1.1,125,0.25,1,0.0043,0.7899,2.8942,gasto_incremento_recurrente,1
2026-05-15,"Recarga transporte",transporte,19304,5,1.1,125,0.25,1,0.0681,0.7899,2.958,gasto_incremento_recurrente,1
2026-05-16,"Almuerzo oficina",alimentacion,15742,5,1.2,154,0.308,0,0.0536,1,2.2536,gasto_frecuente,1
2026-05-16,"Compra de frutas",alimentacion,22340,5,1.2,154,0.308,0,0.0805,1,2.2805,gasto_controlado,0
2026-05-16,"Matricula curso corto",educacion,147635,5,1.1,35,0.07,0,0.5918,0.1377,1.8295,gasto_inusual,1
2026-05-16,"Helado y bebida",ocio,20383,5,1.8,59,0.118,1,0.0725,0.3116,3.1841,gasto_incremento_recurrente,1
2026-05-16,"Helado y bebida",ocio,14864,5,1.8,59,0.118,0,0.05,0.3116,2.1616,gasto_controlado,0
2026-05-16,"Pasaje de bus",transporte,4006,5,1.1,125,0.25,0,0.0057,0.7899,1.8956,gasto_frecuente,1
2026-05-16,"Recarga transporte",transporte,11962,5,1.1,125,0.25,0,0.0382,0.7899,1.928,gasto_frecuente,1
2026-05-17,"Compra de frutas",alimentacion,32064,5,1.2,154,0.308,1,0.1202,1,3.3202,gasto_incremento_recurrente,1
2026-05-17,"Cafe y postre",ocio,12424,5,1.8,59,0.118,1,0.0401,0.3116,3.1517,gasto_incremento_recurrente,1
2026-05-17,"Transporte app",transporte,25607,5,1.1,125,0.25,0,0.0939,0.7899,1.9837,gasto_controlado,0
2026-05-18,"Compra no planeada",compras_no_esenciales,67885,5,2.0,16,0.032,0,0.2664,0,2.2664,gasto_no_esencial_alto,1
2026-05-18,"Helado y bebida",ocio,23934,5,1.8,59,0.118,1,0.087,0.3116,3.1986,gasto_incremento_recurrente,1
2026-05-18,"Consulta medica",salud,126371,5,1.3,38,0.076,1,0.505,0.1594,2.9644,gasto_emergencia,1
2026-05-18,"Gasolina",transporte,87376,5,1.1,125,0.25,1,0.3459,0.7899,3.2358,gasto_incremento_recurrente,1
2026-05-19,"Compra en supermercado",alimentacion,148722,5,1.2,154,0.308,0,0.5962,1,2.7962,gasto_elevado,1
2026-05-19,"Suscripcion almacenamiento",entretenimiento,12992,5,1.9,53,0.106,1,0.0424,0.2681,3.2105,gasto_incremento_recurrente,1
2026-05-19,"Cafe y postre",ocio,16754,5,1.8,59,0.118,1,0.0577,0.3116,3.1693,gasto_incremento_recurrente,1
2026-05-19,"Taxi por lluvia",transporte,23242,5,1.1,125,0.25,0,0.0842,0.7899,1.9741,gasto_controlado,0
2026-05-19,"Transporte app",transporte,21483,5,1.1,125,0.25,0,0.077,0.7899,1.9669,gasto_controlado,0
2026-05-20,"Cena en casa",alimentacion,26165,5,1.2,154,0.308,1,0.0961,1,3.2961,gasto_incremento_recurrente,1
2026-05-20,"Mercado de la semana",alimentacion,82741,5,1.2,154,0.308,1,0.327,1,3.527,gasto_incremento_recurrente,1
2026-05-20,"Salida con amigos",ocio,51747,5,1.8,59,0.118,0,0.2005,0.3116,2.3121,gasto_no_esencial_alto,1
2026-05-20,"Gasolina",transporte,50277,5,1.1,125,0.25,0,0.1945,0.7899,2.0844,gasto_controlado,0
2026-05-21,"Pasaje de bus",transporte,3688,5,1.1,125,0.25,0,0.0044,0.7899,1.8943,gasto_frecuente,1
2026-05-21,"Recarga transporte",transporte,15228,5,1.1,125,0.25,1,0.0515,0.7899,2.9414,gasto_incremento_recurrente,1
2026-05-22,"Cena en casa",alimentacion,23860,5,1.2,154,0.308,0,0.0867,1,2.2867,gasto_controlado,0
2026-05-22,"Compra de libro",educacion,21225,5,1.1,35,0.07,0,0.076,0.1377,1.3137,gasto_controlado,0
2026-05-22,"Helado y bebida",ocio,13905,5,1.8,59,0.118,0,0.0461,0.3116,2.1577,gasto_controlado,0
2026-05-22,"Gasolina",transporte,86066,5,1.1,125,0.25,1,0.3406,0.7899,3.2304,gasto_incremento_recurrente,1
2026-05-23,"Salida con amigos",ocio,73456,5,1.8,59,0.118,1,0.2891,0.3116,3.4007,gasto_incremento_recurrente,1
2026-05-23,"Transporte app",transporte,15736,5,1.1,125,0.25,0,0.0536,0.7899,1.9434,gasto_frecuente,1
2026-05-24,"Material de estudio",educacion,25861,5,1.1,35,0.07,1,0.0949,0.1377,2.3326,gasto_incremento_recurrente,1
2026-05-24,"Cafe y postre",ocio,12957,5,1.8,59,0.118,0,0.0422,0.3116,2.1538,gasto_controlado,0
2026-05-24,"Recarga transporte",transporte,17790,5,1.1,125,0.25,1,0.062,0.7899,2.9518,gasto_incremento_recurrente,1
2026-05-25,"Almuerzo oficina",alimentacion,17546,5,1.2,154,0.308,1,0.061,1,3.261,gasto_incremento_recurrente,1
2026-05-25,"Compra en supermercado",alimentacion,153606,5,1.2,154,0.308,0,0.6162,1,2.8162,gasto_elevado,1
2026-05-25,"Compra de cuaderno",educacion,11905,5,1.1,35,0.07,1,0.0379,0.1377,2.2756,gasto_incremento_recurrente,1
2026-05-25,"Pago plataforma educativa",educacion,45811,5,1.1,35,0.07,1,0.1763,0.1377,2.414,gasto_incremento_recurrente,1
2026-05-25,"Suscripcion almacenamiento",entretenimiento,12727,5,1.9,53,0.106,0,0.0413,0.2681,2.2094,gasto_controlado,0
2026-05-25,"Recarga transporte",transporte,15854,5,1.1,125,0.25,0,0.0541,0.7899,1.9439,gasto_frecuente,1
2026-05-26,"Cena en casa",alimentacion,28762,5,1.2,154,0.308,1,0.1067,1,3.3067,gasto_incremento_recurrente,1
2026-05-26,"Snack tarde",alimentacion,12237,5,1.2,154,0.308,1,0.0393,1,3.2393,gasto_incremento_recurrente,1
2026-05-27,"Cena en casa",alimentacion,40083,5,1.2,154,0.308,1,0.1529,1,3.3529,gasto_incremento_recurrente,1
2026-05-27,"Salida a cine",entretenimiento,58956,5,1.9,53,0.106,0,0.2299,0.2681,2.3981,gasto_no_esencial_alto,1
2026-05-27,"Suscripcion almacenamiento",entretenimiento,10402,5,1.9,53,0.106,0,0.0318,0.2681,2.1999,gasto_controlado,0
2026-05-28,"Almuerzo oficina",alimentacion,18923,5,1.2,154,0.308,0,0.0666,1,2.2666,gasto_frecuente,1
2026-05-29,"Almuerzo oficina",alimentacion,12711,5,1.2,154,0.308,0,0.0412,1,2.2412,gasto_frecuente,1
2026-05-29,"Matricula curso corto",educacion,247673,5,1.1,35,0.07,1,1,0.1377,3.2377,gasto_incremento_recurrente,1
2026-05-29,"Cafe y postre",ocio,12252,5,1.8,59,0.118,0,0.0394,0.3116,2.151,gasto_controlado,0
2026-05-29,"Pasaje de bus",transporte,3693,5,1.1,125,0.25,0,0.0044,0.7899,1.8943,gasto_frecuente,1
2026-05-30,"Compra en supermercado",alimentacion,91427,5,1.2,154,0.308,0,0.3624,1,2.5624,gasto_elevado,1
2026-05-30,"Compra farmacia",salud,34167,5,1.3,38,0.076,1,0.1288,0.1594,2.5882,gasto_incremento_recurrente,1
2026-05-30,"Bus ida y regreso",transporte,7007,5,1.1,125,0.25,1,0.018,0.7899,2.9078,gasto_incremento_recurrente,1
2026-05-31,"Snack tarde",alimentacion,11848,5,1.2,154,0.308,0,0.0377,1,2.2377,gasto_frecuente,1
2026-05-31,"Bus ida y regreso",transporte,5528,5,1.1,125,0.25,0,0.0119,0.7899,1.9018,gasto_frecuente,1
2026-05-31,"Gasolina",transporte,66397,5,1.1,125,0.25,0,0.2603,0.7899,2.1502,gasto_controlado,0
2026-05-31,"Transporte app",transporte,26573,5,1.1,125,0.25,1,0.0978,0.7899,2.9877,gasto_incremento_recurrente,1
